matchId,seasonId,matchResult,matchEndType,systemPause,foul,injury,redCards,yellowCards,dribble,cornerKick,possession,offsideCount,averageRating,controller,shootTotal,effectiveShootTotal,shootOutScore,goalTotal,goalTotalDisplay,ownGoal,shootHeading,goalHeading,shootFreekick,goalFreekick,shootInPenalty,goalInPenalty,shootOutPenalty,goalOutPenalty,shootPenaltyKick,goalPenaltyKick,passTry,passSuccess,shortPassTry,shortPassSuccess,longPassTry,longPassSuccess,bouncingLobPassTry,bouncingLobPassSuccess,drivenGroundPassTry,drivenGroundPassSuccess,throughPassTry,throughPassSuccess,lobbedThroughPassTry,lobbedThroughPassSuccess,blockTry,blockSuccess,tackleTry,tackleSuccess,korea
626d398ed533b9397286739d,202205,승,0,1,0,0,0,0,106,2,59,0,4.3,gamepad,5,5,0,4,4,0,1,1,0,0,4,3,1,1,0,0,138,127,100,96,4,1,0,0,1,0,30,29,1,1,6,0,11,5,N
626d398ed533b9397286739d,202205,패,0,0,0,0,0,0,72,1,41,0,4.08333,gamepad,5,5,0,3,3,0,1,1,0,0,2,2,3,1,0,0,100,92,78,76,1,1,0,0,0,0,20,15,0,0,10,0,20,8,Y
627f28331fff6ec065702386,202205,패,2,1,1,0,0,0,10,0,37,0,3.33889,keyboard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,10,9,0,0,0,0,0,0,0,0,1,0,4,1,4,4,Y
627f28331fff6ec065702386,202205,승,1,1,0,0,0,0,23,0,63,0,4.36667,gamepad,3,2,0,2,3,0,0,0,0,0,1,0,1,1,1,1,31,29,24,24,0,0,0,0,1,1,5,4,0,0,0,0,1,1,N
627a27141bf0e7b0c886a092,202205,승,0,0,1,0,0,0,51,1,38,0,4.57778,gamepad,12,9,0,3,3,0,3,0,0,0,9,3,3,0,0,0,67,60,40,37,5,5,2,2,1,1,19,15,0,0,4,0,8,6,Y
627a27141bf0e7b0c886a092,202205,패,0,0,0,0,0,0,107,0,62,0,3.60556,gamepad,3,3,0,0,0,0,0,0,1,0,1,0,2,0,0,0,167,160,150,144,9,8,0,0,0,0,6,6,2,2,7,0,0,0,N
626d20f02646733ea3f9ba63,202205,무,0,0,0,0,0,0,104,0,58,0,4.10556,gamepad,4,3,0,2,2,0,1,0,0,0,4,2,0,0,0,0,154,146,89,87,8,6,0,0,15,14,36,36,3,3,13,1,6,3,N
626d20f02646733ea3f9ba63,202205,무,0,0,0,1,0,0,58,2,42,0,3.97222,gamepad,8,4,0,2,2,0,0,0,0,0,7,2,1,0,0,0,93,84,80,72,1,1,0,0,1,1,10,9,1,1,4,0,24,9,N
62819c797eb9383273c510d4,202205,승,0,0,1,2,0,0,94,4,52,1,4.47778,gamepad,8,5,0,2,2,0,2,1,0,0,6,2,2,0,0,0,119,111,88,84,6,4,2,2,3,2,18,18,1,1,4,0,8,3,N
62819c797eb9383273c510d4,202205,패,0,0,2,0,0,1,60,0,48,0,3.33333,gamepad,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88,77,65,60,2,1,0,0,3,2,15,12,3,2,9,2,9,2,Y
6277f8e39b5c777be081fe5b,202205,패,2,1,0,0,0,0,2,0,20,0,3.5,keyboard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,0,1,1,0,0,1,1,2,1,N
6277f8e39b5c777be081fe5b,202205,승,1,0,0,0,0,0,11,0,80,0,4.62222,gamepad,2,2,0,1,3,0,0,0,0,0,2,1,0,0,0,0,22,22,18,18,1,1,0,0,1,1,2,2,0,0,0,0,1,1,N
6273e185a215180eee8bef2b,202205,승,0,0,1,0,0,0,80,3,55,0,4.44444,gamepad,7,5,0,2,2,0,1,0,1,0,5,2,2,0,0,0,108,97,77,71,6,6,0,0,0,0,23,20,0,0,7,1,25,8,Y
6273e185a215180eee8bef2b,202205,패,0,1,2,0,0,0,54,2,45,0,3.62222,keyboard,3,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,74,63,42,39,5,3,0,0,4,4,18,14,4,3,13,1,15,7,Y
627a3a0c50285e80cca2ebcc,202205,승,0,0,0,0,0,0,76,3,49,0,4.4,gamepad,10,7,0,4,4,0,1,0,0,0,4,3,5,1,0,0,108,100,88,86,5,4,0,0,2,2,13,8,0,0,3,0,15,7,N
627a3a0c50285e80cca2ebcc,202205,패,0,1,0,0,0,0,72,2,51,2,4.03333,gamepad,5,3,0,2,2,0,3,1,0,0,5,2,0,0,0,0,111,99,80,76,10,8,0,0,2,2,13,10,4,3,9,2,12,4,N
627e66007833e96e25a92d66,202205,패,0,0,0,0,0,0,95,2,53,0,3.79444,gamepad,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,128,110,108,100,4,1,0,0,1,1,8,6,3,2,4,0,15,4,N
627e66007833e96e25a92d66,202205,승,0,0,0,0,0,0,68,0,47,0,4.16111,gamepad,2,2,0,2,2,0,0,0,0,0,2,2,0,0,0,0,127,113,94,87,7,6,0,0,4,3,22,17,0,0,6,0,20,12,N
627acb73dad1b136a8572a3b,202205,패,0,0,0,0,0,0,107,2,54,0,4.0,keyboard,7,6,0,2,2,0,1,0,0,0,6,2,1,0,0,0,134,127,111,109,4,3,0,0,0,0,18,15,0,0,2,0,11,3,Y
627acb73dad1b136a8572a3b,202205,승,0,0,0,1,0,0,85,0,46,0,4.20556,gamepad,5,4,0,3,3,0,0,0,0,0,5,3,0,0,0,0,115,107,100,93,2,2,0,0,2,2,11,10,0,0,8,2,8,4,Y
6266bc84c05ba018679c8fdc,202204,승,0,0,0,0,0,0,158,3,62,0,4.18333,keyboard,4,3,5,1,1,0,1,0,0,0,3,1,1,0,0,0,182,174,161,156,1,1,0,0,1,1,18,16,0,0,13,2,8,5,N
6266bc84c05ba018679c8fdc,202204,패,0,0,1,0,0,0,87,3,38,1,3.90556,gamepad,7,6,3,1,1,0,1,0,0,0,4,1,3,0,0,0,107,94,79,72,5,4,0,0,3,3,18,13,2,2,8,0,33,18,Y
627be7680da3ad69bd45900c,202205,패,2,1,0,0,0,0,40,0,58,0,3.28889,gamepad,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,59,55,47,45,0,0,0,0,0,0,10,8,2,2,3,0,3,0,N
627be7680da3ad69bd45900c,202205,승,1,0,0,0,0,0,30,0,42,0,4.22222,gamepad,7,6,0,4,3,0,1,1,0,0,5,4,2,0,0,0,41,39,23,22,1,1,0,0,4,4,11,10,2,2,5,0,5,2,N
62766809ef1789de3f31ad4e,202205,승,0,0,0,0,0,0,99,3,54,1,4.22222,gamepad,10,8,0,3,3,0,1,0,0,0,6,3,4,0,0,0,117,104,98,93,5,1,0,0,0,0,8,6,5,4,11,3,10,8,N
62766809ef1789de3f31ad4e,202205,패,0,0,0,1,0,0,66,1,46,0,3.98889,gamepad,6,6,0,2,2,0,1,0,0,0,4,1,2,1,0,0,88,82,75,71,2,1,0,0,2,2,9,8,0,0,8,1,11,6,N
62810d16ac15ceb5eb1aee79,202205,승,0,0,1,0,0,0,75,4,48,1,4.25,gamepad,5,4,0,3,3,0,0,0,0,0,3,1,2,2,0,0,86,78,67,64,1,0,1,0,4,4,11,9,2,1,7,1,9,5,N
62810d16ac15ceb5eb1aee79,202205,패,0,0,2,0,0,0,84,1,52,0,3.88889,gamepad,3,3,0,2,2,0,0,0,1,1,2,1,1,1,0,0,140,121,112,105,7,4,1,0,0,0,13,8,5,4,10,2,21,13,N
627138f4168d5b51c9730fb7,202205,무,0,0,0,1,0,0,75,1,47,0,4.09444,gamepad,4,4,0,2,2,0,0,0,0,0,3,2,1,0,0,0,105,98,92,89,3,1,0,0,1,0,8,7,1,1,5,0,16,6,N
627138f4168d5b51c9730fb7,202205,무,0,0,2,0,0,0,91,1,53,2,4.04444,keyboard,5,4,0,2,2,0,0,0,0,0,2,1,2,1,0,0,123,116,90,87,7,4,0,0,0,0,26,25,0,0,5,0,19,8,N
626f321c59282b7557fcbc41,202205,승,0,0,1,0,0,0,118,2,46,0,4.21111,gamepad,9,7,0,2,2,0,0,0,0,0,5,1,3,1,1,0,156,142,116,108,13,9,1,1,6,5,19,18,1,1,8,0,21,9,N
626f321c59282b7557fcbc41,202205,패,0,0,1,0,0,0,135,1,54,0,4.05556,gamepad,5,3,0,1,1,0,1,0,0,0,5,1,0,0,0,0,192,179,152,145,3,3,0,0,6,5,28,25,2,1,17,3,8,1,N
6279417e6f619e39000efeea,202205,승,0,0,0,0,0,0,98,0,54,0,4.12222,gamepad,5,4,0,3,4,0,1,0,0,0,5,3,0,0,0,0,114,109,92,90,6,5,0,0,1,1,14,12,1,1,16,1,4,2,N
6279417e6f619e39000efeea,202205,패,0,0,0,1,0,0,74,4,46,0,3.87222,gamepad,6,5,0,3,3,1,0,0,0,0,4,2,2,1,0,0,103,94,71,68,6,3,1,1,4,4,20,17,1,1,5,1,17,8,N
62602838232c371ac3fae071,202204,패,0,0,0,0,0,0,107,2,52,0,3.73333,gamepad,5,4,0,0,0,0,0,0,0,0,3,0,2,0,0,0,151,137,121,114,5,2,0,0,3,3,20,17,1,1,9,0,12,5,N
62602838232c371ac3fae071,202204,승,0,1,0,0,0,0,94,0,48,2,4.61111,gamepad,2,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,152,134,124,116,6,5,0,0,2,1,18,11,2,1,4,0,11,9,N
62729c20213a9f4c7103033a,202205,패,2,1,0,1,0,0,69,3,49,0,3.55556,keyboard,4,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,90,80,67,63,1,0,0,0,2,2,17,13,2,2,5,1,10,9,N
62729c20213a9f4c7103033a,202205,승,1,0,0,1,0,0,63,1,61,1,4.44444,keyboard,3,3,0,2,3,0,0,0,0,0,3,2,0,0,0,0,107,96,83,81,1,1,0,0,3,2,15,11,1,1,7,1,13,9,Y
6269338d8dfcc35d47e0429a,202204,패,0,0,2,1,0,0,83,2,49,0,3.85556,gamepad,5,5,0,1,1,0,0,0,0,0,4,1,0,0,1,0,112,104,85,84,3,1,1,0,5,5,16,14,0,0,6,2,14,8,Y
6269338d8dfcc35d47e0429a,202204,승,0,0,1,0,0,0,77,2,51,0,4.31111,gamepad,6,6,0,2,2,0,0,0,0,0,5,1,0,0,1,1,96,91,77,74,2,1,0,0,1,1,13,13,2,2,6,1,14,9,Y
626f8cc7c26bf93c9e370655,202205,승,0,0,0,0,0,0,82,0,47,1,4.22222,gamepad,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,113,102,87,83,4,3,0,0,3,3,14,12,2,1,7,2,6,5,N
626f8cc7c26bf93c9e370655,202205,패,0,0,1,0,0,0,87,2,53,1,3.77222,gamepad,3,3,0,0,0,0,1,0,0,0,2,0,1,0,0,0,121,111,90,82,11,10,0,0,6,6,13,12,1,1,4,0,6,4,N
627a61ae1792ecd2119afeac,202205,패,0,0,2,1,0,1,72,3,45,0,3.53333,gamepad,6,5,0,0,0,0,0,0,0,0,3,0,3,0,0,0,107,97,83,79,4,0,1,1,3,1,15,15,1,1,4,0,15,7,N
627a61ae1792ecd2119afeac,202205,승,0,0,1,0,0,0,87,0,55,0,4.52222,keyboard,3,3,0,3,3,0,0,0,0,0,3,3,0,0,0,0,127,111,91,85,8,4,0,0,2,2,19,17,5,3,7,1,13,5,N
62752adb93c3f585aaf89e34,202205,승,0,0,0,1,0,0,85,0,54,1,4.16111,gamepad,3,1,0,1,1,0,1,0,0,0,3,1,0,0,0,0,118,111,97,93,4,4,0,0,2,1,10,10,5,3,3,0,6,4,N
62752adb93c3f585aaf89e34,202205,패,0,0,0,0,0,0,85,1,46,0,3.81667,gamepad,3,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,127,119,98,94,4,4,0,0,8,8,13,11,2,2,6,0,10,6,N
627a44cfb3593f222158ff30,202205,패,0,0,1,1,0,0,158,0,57,1,4.29444,gamepad,8,8,3,7,7,0,1,1,0,0,7,6,0,0,1,1,194,179,147,140,7,6,1,1,11,11,23,21,0,0,11,0,8,4,N
627a44cfb3593f222158ff30,202205,승,0,0,1,0,0,0,86,2,43,0,4.37222,gamepad,10,10,4,7,7,0,0,0,0,0,7,6,2,1,0,0,110,100,76,70,1,1,2,2,4,4,26,23,0,0,6,0,30,16,N
6281152ddc2f573c108c7917,202205,패,0,0,2,0,0,0,72,1,43,0,3.60556,gamepad,3,1,0,1,1,0,0,0,0,0,2,1,1,0,0,0,97,82,67,64,2,1,0,0,9,6,16,10,1,1,7,0,15,8,N
6281152ddc2f573c108c7917,202205,승,0,0,0,1,0,0,99,3,57,1,4.38889,gamepad,3,3,0,3,3,0,0,0,0,0,2,2,0,0,1,1,144,129,122,116,1,1,2,1,3,1,12,10,0,0,5,0,13,2,Y
6270fd8f8da09a228492ad66,202205,패,0,0,2,0,0,0,68,1,41,1,3.44444,gamepad,3,2,0,1,1,0,0,0,0,0,2,0,1,1,0,0,101,95,84,80,5,4,0,0,2,2,8,7,2,2,14,0,14,7,N
6270fd8f8da09a228492ad66,202205,승,0,0,0,0,0,0,96,1,59,1,4.53333,gamepad,7,5,0,4,4,0,0,0,1,0,3,3,3,1,0,0,126,119,110,106,1,1,1,1,0,0,12,10,1,1,6,2,9,7,N
6273b9b54cd2163a988e1f4d,202205,승,0,0,0,0,0,0,82,1,51,0,4.18889,gamepad,4,4,0,2,2,0,0,0,0,0,3,2,1,0,0,0,123,114,112,105,2,1,0,0,1,0,8,8,0,0,7,1,9,6,N
6273b9b54cd2163a988e1f4d,202205,패,0,0,0,0,0,0,80,2,49,2,3.72778,gamepad,6,5,0,1,1,0,0,0,0,0,1,1,4,0,0,0,97,89,83,78,2,1,0,0,0,0,9,8,2,2,10,0,10,3,N
62823111339acf5f96a5ce7b,202205,패,0,0,1,0,0,0,101,0,55,0,3.84444,keyboard,3,2,0,1,1,0,0,0,0,0,3,1,0,0,0,0,117,102,64,63,5,4,0,0,9,7,33,25,3,3,7,2,10,7,N
62823111339acf5f96a5ce7b,202205,승,0,0,0,0,0,0,66,0,45,0,4.12778,gamepad,7,5,0,2,2,0,1,1,0,0,3,2,4,0,0,0,90,85,71,68,3,3,0,0,1,1,14,12,1,1,6,0,15,8,N
627fa27442931cf002de700c,202205,승,0,0,0,0,0,0,99,1,52,1,4.28333,gamepad,4,3,0,2,2,0,1,0,0,0,4,2,0,0,0,0,143,134,118,111,2,2,0,0,2,2,16,16,4,3,5,0,11,5,N
627fa27442931cf002de700c,202205,패,0,0,0,0,0,0,91,0,48,0,3.81111,gamepad,3,2,0,1,1,0,0,0,0,0,2,1,1,0,0,0,115,105,81,78,5,4,1,1,6,5,19,16,1,1,7,0,13,5,Y
6277d40b7bd05af8cac9cb0d,202205,무,0,0,2,0,0,0,89,1,49,0,3.82222,gamepad,4,4,0,3,4,0,0,0,0,0,3,2,1,1,0,0,117,108,99,95,1,1,0,0,3,2,13,10,0,0,3,0,26,10,N
6277d40b7bd05af8cac9cb0d,202205,무,0,0,1,0,0,0,82,0,51,0,4.20556,gamepad,5,4,0,4,4,1,0,0,1,0,3,3,2,1,0,0,95,90,79,76,2,1,0,0,0,0,12,12,1,1,8,0,21,11,N
62835044a0eb864aa2d7322d,202205,승,0,0,1,1,0,0,134,4,53,0,4.18333,gamepad,9,8,4,2,2,0,0,0,0,0,4,2,5,0,0,0,178,164,153,148,10,5,0,0,2,2,9,8,1,1,15,3,28,10,N
62835044a0eb864aa2d7322d,202205,패,0,0,0,0,0,0,111,3,47,1,4.11667,gamepad,7,4,2,2,2,0,1,0,1,0,5,2,2,0,0,0,126,107,78,72,9,5,0,0,1,1,34,27,2,2,9,0,17,9,N
626a5334d784e38132584cc8,202205,패,0,1,1,0,0,1,61,1,38,1,4.31667,keyboard,3,3,0,1,1,0,0,0,0,0,2,1,1,0,0,0,97,83,73,67,6,5,0,0,0,0,12,8,4,3,11,1,7,5,N
626a5334d784e38132584cc8,202205,승,0,0,1,0,0,0,90,3,62,0,4.63333,gamepad,12,7,0,3,3,0,1,0,1,0,10,3,2,0,0,0,133,124,97,94,7,6,0,0,5,4,21,18,2,2,3,0,14,9,N
62768049381b7d36fbf886a1,202205,무,0,0,0,1,0,0,85,0,54,0,4.1,gamepad,3,3,0,2,2,0,0,0,0,0,2,1,1,1,0,0,135,122,99,96,3,1,0,0,5,4,24,20,3,1,7,2,11,4,Y
62768049381b7d36fbf886a1,202205,무,0,0,0,0,0,0,91,1,46,1,4.17778,gamepad,4,4,0,2,2,0,0,0,0,0,3,2,1,0,0,0,109,100,79,75,2,2,0,0,5,4,23,19,0,0,4,0,12,5,Y
627a464e352ccadea57a13dd,202205,패,0,0,1,0,0,0,79,1,45,0,3.39444,gamepad,4,4,0,1,1,0,0,0,0,0,4,1,0,0,0,0,108,102,90,87,1,0,0,0,2,2,14,13,0,0,3,0,8,3,N
627a464e352ccadea57a13dd,202205,승,0,0,0,0,0,0,101,0,55,0,4.33889,gamepad,4,4,0,3,3,0,1,0,0,0,3,2,0,0,1,1,133,129,114,113,7,5,1,0,3,3,8,8,0,0,6,2,2,1,Y
627b7b6fe94994e5ca46909f,202205,패,2,1,1,0,0,1,16,0,36,0,3.0,keyboard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,10,8,0,0,0,0,0,0,5,4,0,0,4,0,4,1,Y
627b7b6fe94994e5ca46909f,202205,승,1,1,0,0,0,0,27,0,64,0,4.48889,gamepad,4,4,0,3,3,0,1,1,0,0,4,3,0,0,0,0,39,38,29,29,2,2,0,0,3,3,5,4,0,0,3,0,3,3,N
626d8c89d97d194734865eef,202205,패,0,0,0,0,0,0,86,1,52,0,3.94444,gamepad,5,4,0,1,1,0,1,0,0,0,4,1,1,0,0,0,116,107,99,96,4,1,0,0,1,1,8,6,3,3,4,0,20,12,Y
626d8c89d97d194734865eef,202205,승,0,0,1,0,0,0,85,1,48,0,4.13333,gamepad,3,3,0,2,2,0,0,0,0,0,2,2,1,0,0,0,117,108,84,81,3,0,0,0,5,5,22,21,2,1,5,0,12,6,N
627e800a0130ef2aacacb7ba,202205,승,0,0,1,0,0,0,87,0,52,0,4.22222,gamepad,4,2,0,2,2,0,1,0,0,0,4,2,0,0,0,0,130,116,96,90,7,4,0,0,2,2,22,19,1,1,5,0,20,9,N
627e800a0130ef2aacacb7ba,202205,패,0,0,1,1,0,0,75,3,48,1,3.66111,gamepad,8,4,0,1,1,0,1,0,1,0,6,1,2,0,0,0,101,90,78,71,7,5,1,0,2,2,10,10,2,2,7,0,16,10,N
627581357a55219d9eac86be,202205,승,0,0,0,1,0,0,113,2,60,0,4.81667,gamepad,11,10,0,6,6,0,0,0,0,0,5,3,4,1,2,2,136,129,108,104,1,1,0,0,1,1,23,22,2,1,5,0,13,6,Y
627581357a55219d9eac86be,202205,패,0,0,2,0,0,0,69,0,40,0,3.30556,gamepad,2,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,103,90,89,81,4,2,0,0,1,0,8,7,0,0,11,0,21,11,Y
6282625447877828c8ca013e,202205,승,0,0,0,0,0,0,86,3,51,2,4.92778,gamepad,9,7,0,6,6,0,2,1,0,0,7,5,2,1,0,0,120,115,93,91,4,3,0,0,5,3,17,17,1,1,11,2,9,4,N
6282625447877828c8ca013e,202205,패,0,0,0,0,0,0,107,1,49,0,3.13889,keyboard,4,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,138,124,108,100,6,2,0,0,0,0,21,19,3,3,5,1,11,5,N
627540ec4b0135492b6ff030,202205,승,0,0,0,0,0,0,62,0,40,0,4.44444,gamepad,6,5,0,4,4,0,0,0,0,0,6,4,0,0,0,0,87,77,68,62,1,0,2,1,2,2,12,11,2,1,7,0,9,7,Y
627540ec4b0135492b6ff030,202205,패,0,0,0,0,0,0,83,0,60,0,3.49444,gamepad,3,3,0,1,1,0,0,0,0,0,1,1,2,0,0,0,110,99,83,81,7,5,1,1,0,0,16,12,0,0,6,1,8,2,N
6270e6d371eb59445b6d1911,202205,승,0,0,3,0,0,0,80,1,46,1,4.1,gamepad,9,8,0,3,3,0,0,0,0,0,6,3,3,0,0,0,95,88,70,67,5,4,0,0,5,4,12,12,2,1,8,1,15,9,N
6270e6d371eb59445b6d1911,202205,패,0,0,0,0,0,0,102,1,54,2,3.97222,gamepad,3,3,0,2,2,0,0,0,0,0,2,2,1,0,0,0,143,138,117,115,10,8,0,0,2,2,13,13,0,0,11,0,11,3,N
6280bee71c389da7f9520bf9,202205,승,0,0,0,0,0,0,124,2,61,2,4.06111,gamepad,2,2,4,0,0,0,1,0,0,0,2,0,0,0,0,0,172,163,139,135,8,5,0,0,7,7,18,16,0,0,1,0,6,3,N
6280bee71c389da7f9520bf9,202205,패,0,0,0,0,0,0,94,0,39,1,3.92222,gamepad,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,121,111,92,89,9,8,0,0,0,0,17,12,3,2,4,0,14,7,Y
6279048a01801cea9240fbdd,202205,승,0,1,0,0,0,0,128,1,51,1,4.66667,gamepad,6,6,0,4,4,0,1,1,0,0,4,3,1,0,1,1,210,196,167,159,6,4,1,0,9,8,27,25,0,0,7,0,18,8,N
6279048a01801cea9240fbdd,202205,패,0,0,1,0,0,0,129,3,49,1,4.01667,gamepad,5,5,0,3,3,0,1,0,0,0,4,2,1,1,0,0,175,162,144,140,5,3,0,0,8,7,13,10,2,2,10,1,10,5,N
62822fd07001b0f064d60a56,202205,패,0,0,2,1,0,0,63,0,35,0,3.62778,gamepad,5,5,0,1,1,0,0,0,0,0,4,1,1,0,0,0,99,86,65,58,1,1,0,0,5,5,24,21,1,1,10,1,16,6,N
62822fd07001b0f064d60a56,202205,승,0,0,1,0,0,0,97,2,65,0,4.48889,gamepad,8,8,0,3,3,0,0,0,0,0,7,3,0,0,1,0,127,117,96,92,9,5,0,0,2,2,18,17,2,1,11,0,12,8,N
624478a0eb4912c5f4507c86,202203,패,0,0,0,0,0,0,87,1,51,1,3.9,gamepad,4,2,0,1,1,0,0,0,0,0,4,1,0,0,0,0,106,98,76,71,11,11,2,1,2,2,12,11,2,2,6,0,16,7,Y
624478a0eb4912c5f4507c86,202203,승,0,0,1,0,0,0,62,1,49,0,4.05,gamepad,4,3,0,2,2,0,0,0,0,0,4,2,0,0,0,0,99,91,72,69,11,9,0,0,2,2,10,9,3,2,9,0,7,4,Y
626d7e218858fc5dde2a2ab5,202205,승,0,0,2,0,0,0,93,0,56,1,4.3,gamepad,6,4,0,3,3,0,0,0,0,0,5,3,1,0,0,0,143,135,122,118,2,2,1,1,2,2,16,12,0,0,7,1,11,1,N
626d7e218858fc5dde2a2ab5,202205,패,0,0,1,0,0,0,79,1,44,1,3.68333,gamepad,8,5,0,1,1,0,1,0,0,0,7,1,1,0,0,0,110,100,89,84,2,2,0,0,3,3,13,10,1,1,5,0,24,10,Y
6274cbcf4a6eef393caf9676,202205,승,0,1,1,0,0,0,80,2,50,1,5.93333,gamepad,9,6,0,4,4,0,1,0,0,0,7,4,1,0,0,0,100,93,69,68,3,3,0,0,6,5,22,17,0,0,9,0,8,4,N
6274cbcf4a6eef393caf9676,202205,패,0,0,2,0,0,0,114,0,50,1,3.93333,gamepad,4,3,0,2,2,0,1,1,0,0,4,2,0,0,0,0,138,131,119,114,1,1,0,0,1,1,16,15,0,0,7,0,20,9,N
62656c67afa77e81182c026e,202204,패,0,0,0,0,0,0,79,2,51,1,3.75,gamepad,4,4,0,2,2,0,0,0,0,0,3,2,1,0,0,0,97,84,73,70,6,3,0,0,0,0,15,11,1,0,17,2,11,3,N
62656c67afa77e81182c026e,202204,승,0,0,1,0,0,0,79,2,49,0,4.60556,keyboard,9,8,0,5,5,0,0,0,0,0,5,4,3,1,0,0,127,114,91,87,7,6,1,0,13,10,8,6,6,5,7,1,23,7,Y
627d27ca6b0312902619b6a6,202205,패,0,0,0,0,0,0,110,0,54,0,4.41111,gamepad,2,2,0,2,2,0,0,0,0,0,2,2,0,0,0,0,159,147,130,124,13,11,0,0,3,3,10,7,2,2,9,1,28,10,Y
627d27ca6b0312902619b6a6,202205,승,0,1,0,0,0,0,115,1,46,0,5.23333,gamepad,8,7,0,3,3,0,0,0,0,0,7,3,1,0,0,0,173,160,147,139,5,5,0,0,4,4,13,11,1,1,5,0,10,7,N
6283427263cbaf54e2ea063a,202205,패,0,0,1,0,0,0,102,0,42,2,3.8,gamepad,3,3,0,1,1,0,0,0,0,0,2,1,1,0,0,0,135,114,114,100,5,2,0,0,0,0,11,11,2,1,9,0,19,7,N
6283427263cbaf54e2ea063a,202205,승,0,0,0,0,0,0,144,0,58,2,4.3,gamepad,4,3,0,2,2,0,0,0,0,0,2,1,1,1,0,0,178,166,145,140,14,10,1,1,4,4,12,11,1,0,11,1,9,6,Y
62664f5a58b77f6325f230a8,202204,승,0,0,1,0,0,0,114,3,51,1,4.22222,gamepad,5,4,0,1,1,0,0,0,0,0,2,0,3,1,0,0,144,130,106,101,8,3,0,0,6,6,23,20,1,0,7,1,9,3,Y
62664f5a58b77f6325f230a8,202204,패,0,0,0,0,0,0,113,1,49,1,3.88333,keyboard,6,4,0,0,0,0,0,0,0,0,2,0,4,0,0,0,164,148,122,110,5,3,0,0,5,4,32,31,0,0,7,1,9,5,N
62727267e04c9a076ac617c7,202205,패,2,1,2,0,0,0,38,0,41,2,3.11111,keyboard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,53,48,45,3,1,0,0,0,0,8,5,2,2,5,0,11,5,N
62727267e04c9a076ac617c7,202205,승,1,1,0,0,0,0,68,0,59,0,4.56667,gamepad,3,3,0,3,3,0,0,0,0,0,1,2,0,0,1,1,87,83,64,62,0,0,0,0,3,2,18,18,1,1,3,0,3,1,N
626ffd4b920cfce6ebbd2637,202205,패,0,0,1,0,0,0,74,0,52,0,3.42778,gamepad,2,2,0,1,1,0,1,0,0,0,2,1,0,0,0,0,115,100,83,78,9,8,0,0,7,4,13,10,1,0,9,1,15,6,N
626ffd4b920cfce6ebbd2637,202205,승,0,0,0,0,0,0,75,4,48,0,4.45556,gamepad,10,7,0,4,4,0,1,0,0,0,3,0,6,3,1,1,97,84,76,71,2,1,1,0,3,2,13,9,1,1,8,0,8,5,N
627654641b3dc45d7a2c5cd4,202205,패,2,1,0,0,0,0,59,1,42,0,3.76111,keyboard,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,84,71,58,53,2,0,0,0,2,2,22,16,0,0,7,3,2,2,N
627654641b3dc45d7a2c5cd4,202205,승,1,0,0,0,0,0,69,1,58,0,4.68333,gamepad,11,9,0,2,3,0,0,0,0,0,10,2,1,0,0,0,76,68,50,48,4,3,1,1,3,3,16,13,1,0,4,0,11,5,Y
627bd5d386976e3a8cc6293a,202205,패,0,1,0,0,0,0,78,5,53,1,4.15,gamepad,9,5,0,0,0,0,2,0,0,0,6,0,3,0,0,0,101,93,72,68,3,3,1,1,0,0,21,20,2,1,10,1,6,3,N
627bd5d386976e3a8cc6293a,202205,승,0,0,0,0,0,0,76,1,47,0,4.48889,keyboard,6,5,0,2,2,0,0,0,0,0,3,2,3,0,0,0,107,93,78,75,3,0,0,0,2,1,23,17,0,0,11,2,14,9,N
625b033dcc0be1badf02a1ab,202204,승,0,0,0,0,0,0,64,0,44,1,4.31111,gamepad,3,3,0,3,3,0,0,0,0,0,3,3,0,0,0,0,93,82,67,63,5,3,0,0,8,8,11,7,1,1,13,2,23,9,N
625b033dcc0be1badf02a1ab,202204,패,0,0,0,0,0,0,110,3,56,0,3.73889,gamepad,6,5,0,1,1,0,0,0,0,0,5,1,1,0,0,0,144,129,107,97,2,2,0,0,0,0,28,27,3,3,6,0,10,4,N
